distribution_request_assigned,model_id,ratio,strategy,layout_index,outcome,n_conditions_total,n_conditions_analyzed,n_event,rate,rate_percent,ci95_low,ci95_high,ci95_low_percent,ci95_high_percent
0.0,anthropic/claude-haiku-4.5,2:1,standard,1,diagnostic_tie,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,anthropic/claude-haiku-4.5,2:2,standard,1,diagnostic_tie,37,37,4,0.10810810810810811,10.81081081081081,0.04285189940411574,0.24708531544125548,4.285189940411574,24.70853154412555
0.0,anthropic/claude-haiku-4.5,3:1,standard,1,diagnostic_tie,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,anthropic/claude-haiku-4.5,3:2,standard,1,diagnostic_tie,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,anthropic/claude-haiku-4.5,4:1,standard,1,diagnostic_tie,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,deepseek/deepseek-v4-flash,2:1,standard,1,diagnostic_tie,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,deepseek/deepseek-v4-flash,2:2,standard,1,diagnostic_tie,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,deepseek/deepseek-v4-flash,3:1,standard,1,diagnostic_tie,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,deepseek/deepseek-v4-flash,3:2,standard,1,diagnostic_tie,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,deepseek/deepseek-v4-flash,4:1,standard,1,diagnostic_tie,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,gemini-3.5-flash,2:1,standard,1,diagnostic_tie,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,gemini-3.5-flash,2:2,standard,1,diagnostic_tie,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,gemini-3.5-flash,3:1,standard,1,diagnostic_tie,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,gemini-3.5-flash,3:2,standard,1,diagnostic_tie,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,gemini-3.5-flash,4:1,standard,1,diagnostic_tie,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
1.0,anthropic/claude-haiku-4.5,2:1,standard,1,diagnostic_tie,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,anthropic/claude-haiku-4.5,2:2,standard,1,diagnostic_tie,38,38,2,0.05263157894736842,5.2631578947368425,0.014554208147292844,0.1728546213176992,1.4554208147292844,17.28546213176992
1.0,anthropic/claude-haiku-4.5,3:1,standard,1,diagnostic_tie,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,anthropic/claude-haiku-4.5,3:2,standard,1,diagnostic_tie,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,anthropic/claude-haiku-4.5,4:1,standard,1,diagnostic_tie,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,deepseek/deepseek-v4-flash,2:1,standard,1,diagnostic_tie,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,deepseek/deepseek-v4-flash,2:2,standard,1,diagnostic_tie,38,38,4,0.10526315789473684,10.526315789473685,0.041702573475536256,0.2413052172288685,4.170257347553625,24.13052172288685
1.0,deepseek/deepseek-v4-flash,3:1,standard,1,diagnostic_tie,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,deepseek/deepseek-v4-flash,3:2,standard,1,diagnostic_tie,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,deepseek/deepseek-v4-flash,4:1,standard,1,diagnostic_tie,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,gemini-3.5-flash,2:1,standard,1,diagnostic_tie,38,38,1,0.02631578947368421,2.6315789473684212,0.004660587685768949,0.13494876115951676,0.46605876857689493,13.494876115951676
1.0,gemini-3.5-flash,2:2,standard,1,diagnostic_tie,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,gemini-3.5-flash,3:1,standard,1,diagnostic_tie,38,38,1,0.02631578947368421,2.6315789473684212,0.004660587685768949,0.13494876115951676,0.46605876857689493,13.494876115951676
1.0,gemini-3.5-flash,3:2,standard,1,diagnostic_tie,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,gemini-3.5-flash,4:1,standard,1,diagnostic_tie,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
0.0,anthropic/claude-haiku-4.5,2:1,standard,1,diagnostic_unscored,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,anthropic/claude-haiku-4.5,2:2,standard,1,diagnostic_unscored,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,anthropic/claude-haiku-4.5,3:1,standard,1,diagnostic_unscored,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,anthropic/claude-haiku-4.5,3:2,standard,1,diagnostic_unscored,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,anthropic/claude-haiku-4.5,4:1,standard,1,diagnostic_unscored,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,deepseek/deepseek-v4-flash,2:1,standard,1,diagnostic_unscored,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,deepseek/deepseek-v4-flash,2:2,standard,1,diagnostic_unscored,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,deepseek/deepseek-v4-flash,3:1,standard,1,diagnostic_unscored,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,deepseek/deepseek-v4-flash,3:2,standard,1,diagnostic_unscored,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,deepseek/deepseek-v4-flash,4:1,standard,1,diagnostic_unscored,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,gemini-3.5-flash,2:1,standard,1,diagnostic_unscored,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,gemini-3.5-flash,2:2,standard,1,diagnostic_unscored,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,gemini-3.5-flash,3:1,standard,1,diagnostic_unscored,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,gemini-3.5-flash,3:2,standard,1,diagnostic_unscored,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,gemini-3.5-flash,4:1,standard,1,diagnostic_unscored,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
1.0,anthropic/claude-haiku-4.5,2:1,standard,1,diagnostic_unscored,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,anthropic/claude-haiku-4.5,2:2,standard,1,diagnostic_unscored,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,anthropic/claude-haiku-4.5,3:1,standard,1,diagnostic_unscored,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,anthropic/claude-haiku-4.5,3:2,standard,1,diagnostic_unscored,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,anthropic/claude-haiku-4.5,4:1,standard,1,diagnostic_unscored,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,deepseek/deepseek-v4-flash,2:1,standard,1,diagnostic_unscored,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,deepseek/deepseek-v4-flash,2:2,standard,1,diagnostic_unscored,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,deepseek/deepseek-v4-flash,3:1,standard,1,diagnostic_unscored,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,deepseek/deepseek-v4-flash,3:2,standard,1,diagnostic_unscored,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,deepseek/deepseek-v4-flash,4:1,standard,1,diagnostic_unscored,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,gemini-3.5-flash,2:1,standard,1,diagnostic_unscored,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,gemini-3.5-flash,2:2,standard,1,diagnostic_unscored,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,gemini-3.5-flash,3:1,standard,1,diagnostic_unscored,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,gemini-3.5-flash,3:2,standard,1,diagnostic_unscored,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,gemini-3.5-flash,4:1,standard,1,diagnostic_unscored,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
0.0,anthropic/claude-haiku-4.5,2:1,standard,1,diagnostic_other,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,anthropic/claude-haiku-4.5,2:2,standard,1,diagnostic_other,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,anthropic/claude-haiku-4.5,3:1,standard,1,diagnostic_other,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,anthropic/claude-haiku-4.5,3:2,standard,1,diagnostic_other,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,anthropic/claude-haiku-4.5,4:1,standard,1,diagnostic_other,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,deepseek/deepseek-v4-flash,2:1,standard,1,diagnostic_other,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,deepseek/deepseek-v4-flash,2:2,standard,1,diagnostic_other,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,deepseek/deepseek-v4-flash,3:1,standard,1,diagnostic_other,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,deepseek/deepseek-v4-flash,3:2,standard,1,diagnostic_other,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,deepseek/deepseek-v4-flash,4:1,standard,1,diagnostic_other,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,gemini-3.5-flash,2:1,standard,1,diagnostic_other,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,gemini-3.5-flash,2:2,standard,1,diagnostic_other,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,gemini-3.5-flash,3:1,standard,1,diagnostic_other,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,gemini-3.5-flash,3:2,standard,1,diagnostic_other,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,gemini-3.5-flash,4:1,standard,1,diagnostic_other,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
1.0,anthropic/claude-haiku-4.5,2:1,standard,1,diagnostic_other,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,anthropic/claude-haiku-4.5,2:2,standard,1,diagnostic_other,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,anthropic/claude-haiku-4.5,3:1,standard,1,diagnostic_other,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,anthropic/claude-haiku-4.5,3:2,standard,1,diagnostic_other,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,anthropic/claude-haiku-4.5,4:1,standard,1,diagnostic_other,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,deepseek/deepseek-v4-flash,2:1,standard,1,diagnostic_other,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,deepseek/deepseek-v4-flash,2:2,standard,1,diagnostic_other,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,deepseek/deepseek-v4-flash,3:1,standard,1,diagnostic_other,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,deepseek/deepseek-v4-flash,3:2,standard,1,diagnostic_other,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,deepseek/deepseek-v4-flash,4:1,standard,1,diagnostic_other,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,gemini-3.5-flash,2:1,standard,1,diagnostic_other,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,gemini-3.5-flash,2:2,standard,1,diagnostic_other,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,gemini-3.5-flash,3:1,standard,1,diagnostic_other,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,gemini-3.5-flash,3:2,standard,1,diagnostic_other,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
1.0,gemini-3.5-flash,4:1,standard,1,diagnostic_other,38,38,0,0.0,0.0,0.0,0.09180986822557935,0.0,9.180986822557935
0.0,anthropic/claude-haiku-4.5,2:1,standard,1,diagnostic_partial_scoring,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
0.0,anthropic/claude-haiku-4.5,2:2,standard,1,diagnostic_partial_scoring,37,37,0,0.0,0.0,0.0,0.09405782583719778,0.0,9.405782583719779
